Date,P/E,SMA_5_Years,sma_7_5_years,sma_10_years,1.5sd_5SMA_POS,2sd_5SMA_POS,3sd_5SMA_POS,1.5sd_5SMA_NEG,2sd_5SMA_NEG,3sd_5SMA_NEG,1.5sd_7_5_SMA_POS,2sd_7_5SMA_POS,3sd_7_5SMA_POS,1.5sd_7_5SMA_NEG,2sd_7_5SMA_NEG,3sd_7_5SMA_NEG,1.5sd_10_SMA_POS,2sd_10SMA_POS,3sd_10SMA_POS,1.5sd_10SMA_NEG,2sd_10SMA_NEG,3sd_10SMA_NEG,signals
2022-12-14,26.92,28.57087301587302,26.68098941798942,24.833515873015877,35.29636506623868,37.5381957496939,42.02185711660434,21.84538096550736,19.60355028205214,15.119888915141697,33.639473522926,35.95896822457152,40.59795762786257,19.722505313052842,17.403010611407318,12.764021208116269,32.670117896010176,35.2823185703416,40.50671991900447,16.99691385002158,14.384713175690148,9.160311827027284,0
2022-12-15,26.56,28.571404761904763,26.68336507936508,24.836444444444446,35.29647910240528,37.538170549238785,42.0215534429058,21.846330421404247,19.60463897457074,15.121256080903729,33.64002960987105,35.95891778670637,40.59669414037702,19.726700548859107,17.407812372023784,12.770036018353139,32.671393413984525,35.28304307049788,40.506342383524604,17.001495474904367,14.389845818391008,9.166546505364288,0
2022-12-16,26.35,28.57190476190476,26.685417989417992,24.839361111111113,35.296554409187934,37.53810429161565,42.0212040564711,21.847255114621593,19.60570523219387,15.122605467338424,33.64057141846296,35.95895589481128,40.595724847507924,19.730264560373023,17.411880084024702,12.775111131328057,32.67249751913747,35.283542988479596,40.50563392716383,17.006224703084754,14.395179233742635,9.173088295058395,0
2022-12-19,26.57,28.572388888888888,26.687597883597885,24.842289682539683,35.29666450803683,37.53808971441948,42.02094012718477,21.84811326974095,19.6066880633583,15.123837650593007,33.64121546098785,35.95908798678451,40.59483303837782,19.733980306207915,17.41610778041126,12.780362728817947,32.673775802734866,35.28427117613326,40.505261922930046,17.0108035623445,14.400308188946106,9.179317442149317,0
2022-12-20,26.52,28.57269047619048,26.69014285714286,24.84527380952381,35.29673960883392,37.53808931971506,42.02078874147736,21.848641343547044,19.6072916326659,15.124592210903604,33.641639448817216,35.95880497937534,40.59313604049157,19.738646265468503,17.421480734910382,12.787149673794147,32.67497249659544,35.284872058952644,40.504671183667064,17.015575122452184,14.405675560094975,9.185876435380557,0
2022-12-21,26.24,28.572738095238098,26.692592592592593,24.848130952380952,35.29674954973037,37.5380867012278,42.02076100422265,21.848726640745824,19.607389489248398,15.12471518625355,33.64189419845516,35.95832806707602,40.591195804317735,19.743290986730024,17.42685711810917,12.793989380867455,32.676016898115016,35.2853122133597,40.50390284384908,17.02024500664689,14.410949691402198,9.192359060912821,0
2022-12-22,26.15,28.57269841269842,26.694830687830684,24.85102380952381,35.29674173083668,37.538089503549436,42.02078504897494,21.848655094560158,19.6073073218474,15.124611776421894,33.64220440813894,35.95799564824169,40.589578128447194,19.747456967522428,17.431665727419677,12.800083247214173,32.67695920981629,35.285604343247115,40.502894610108775,17.025088409231326,14.4164432758005,9.199153008938845,0
2022-12-23,25.68,28.57212698412699,26.696560846560846,24.853722222222224,35.2966548957994,37.5381641996902,42.02118280747181,21.847599072454578,19.606089768563773,15.123071160782166,33.64244834382163,35.95774417624189,40.58833584108241,19.75067334930006,17.4353775168798,12.804785852039277,32.677660906245706,35.28564046758686,40.50159959026918,17.029783538198746,14.421803976857586,9.205844854175266,0
2022-12-26,25.98,28.57173015873016,26.698708994708998,24.856464285714285,35.29656926252019,37.53818229711686,42.02140836631022,21.84689105494013,19.60527802034345,15.122051951150098,33.64268325971787,35.957341348054165,40.586657524726746,19.75473472970012,17.44007664136383,12.810760464691247,32.67856460666573,35.285931380316214,40.50066492761718,17.03436396476284,14.426997191112358,9.212263643811394,0
2022-12-27,26.15,28.571380952380956,26.700814814814812,24.859325396825398,35.296477480093415,37.538176322664235,42.02157400780587,21.846284424668497,19.604585582097677,15.121187896956041,33.64305498530637,35.9571350421369,40.58529515579794,19.75857464432325,17.44449458749273,12.81633447383169,32.679521244013806,35.286253193076604,40.499717091202214,17.03912954963699,14.43239760057419,9.218933702448584,0
2022-12-28,26.14,28.571007936507936,26.702931216931216,24.86220634920635,35.29637875932427,37.53816903359639,42.021749582140615,21.8456371136916,19.603846839419486,15.12026629087526,33.64341296374911,35.95690687935507,40.583894710566994,19.762449470113324,17.448955554507364,12.821967723295437,32.68045263526729,35.286534730620936,40.49869892132823,17.04396006314541,14.437877967791762,9.225713777084469,0
2022-12-29,26.23,28.570769841269847,26.705042328042328,24.865166666666667,35.296315317275656,37.53816380927759,42.02186079328146,21.845224365264038,19.603375873262102,15.11967888925823,33.64383322320216,35.95676352158877,40.58262411836199,19.7662514328825,17.453321134495887,12.827460537722667,32.68139816326739,35.28680866213429,40.49762965986811,17.048935170065945,14.443524671199041,9.232703673465227,0
2022-12-30,26.15,28.570484126984127,26.706936507936508,24.868079365079364,35.29624393864219,37.53816387586154,42.02200375030026,21.84472431532606,19.60280437810671,15.118964503668,33.64428555017938,35.95673523092701,40.58163459242226,19.769587465693633,17.457137784946006,12.832238423450754,32.68230873087698,35.28705185280952,40.4965380966746,17.05384999928175,14.449106877349209,9.239620633484131,0
2023-01-02,26.28,28.570579365079364,26.708910052910053,24.87113888888889,35.2962642278447,37.53815918209982,42.021949090610036,21.844894502314027,19.602999548058914,15.11920963954869,33.6447905025345,35.95675065240931,40.58067095215894,19.773029603285607,17.461069453410794,12.837149153661162,32.68321352952036,35.28723840973085,40.495288170151824,17.05906424825742,14.455039368046931,9.246989607625952,0
2023-01-03,26.33,28.570920634920636,26.71083597883598,24.874214285714285,35.29632490138499,37.53812632353978,42.021729167849344,21.84551636845628,19.603714946301494,15.120112101991925,33.64534114881053,35.956842872135375,40.57984631878507,19.77633080886143,17.464829085536586,12.841825638886885,32.68414629509324,35.287456964886225,40.4940783044722,17.06428227633533,14.460971606542346,9.254350266956376,0
2023-01-04,26.05,28.571031746031746,26.712624338624337,24.877265873015872,35.296339622278,37.53810891436009,42.02164749852426,21.84572386978549,19.603954577703405,15.120415993539236,33.64576403900659,35.95681060580068,40.578903739388856,19.779484638242078,17.46843807144799,12.846344937859818,32.684848626178024,35.28737621056541,40.49243137934018,17.069683119853718,14.467155535466333,9.262100366691563,0
2023-01-05,25.98,28.57110317460317,26.714232804232804,24.880273809523807,35.296348006570376,37.53809628389278,42.021592838537586,21.845858342635964,19.604110065313563,15.120613510668758,33.64619550897419,35.95684974388798,40.57815821371557,19.78227009949142,17.47161586457763,12.85030739475004,32.68552457930437,35.28727483589789,40.49077534908493,17.075023039743247,14.473272783149726,9.269772269962687,0
2023-01-06,25.79,28.571174603174605,26.715899470899473,24.883182539682537,35.29635184445156,37.538077591543875,42.0215290857285,21.845997361897652,19.604271614805334,15.120820120620703,33.64650886097077,35.956711990994535,40.577118251042066,19.785290080828176,17.47508695080441,12.85468069075688,32.686120553781564,35.28709989181458,40.48905856788059,17.08024452558351,14.479265187550498,9.277306511484479,0
2023-01-09,26.14,28.571277777777777,26.717798941798943,24.886174603174602,35.29636878414251,37.538065786264085,42.02145979050724,21.846186771413045,19.60448976929147,15.121095765048317,33.64694478539363,35.95666006659186,40.57609062898832,19.788653098204257,17.478937817006027,12.859507254609568,32.68694186415087,35.287197617809625,40.48770912512713,17.085407342198337,14.485151588539583,9.284640081222074,0
2023-01-10,25.87,28.570968253968253,26.7195291005291,24.889051587301587,35.29631898741003,37.53810256522395,42.021669720851804,21.845617520526478,19.60383394271255,15.1202667870847,33.647278719753935,35.956528592828874,40.57502833897877,19.791779481304268,17.482529608229328,12.864029862079438,32.68762478222002,35.28714918052616,40.486197977138445,17.090478392383158,14.490953994077014,9.291905197464727,0
2023-01-11,25.82,28.570484126984127,26.721227513227515,24.891892857142857,35.29623129061486,37.53814701182511,42.0219784542456,21.84473696335339,19.602821242143143,15.118989799722652,33.647594266545575,35.956383184318256,40.57396101986363,19.794860759909454,17.48607184213677,12.868494006591398,32.688292169833005,35.287091940729724,40.48469148252316,17.095493544452705,14.496693773555988,9.299094231762552,0
2023-01-12,25.76,28.570119047619045,26.722624338624335,24.8946626984127,35.296181591410274,37.53820243934069,42.022244135201504,21.844056503827815,19.602035655897403,15.117993960036582,33.64795503642419,35.956398602357474,40.573285734224044,19.79729364082448,17.488850074891197,12.871962943024627,32.68896394861607,35.287064365350524,40.48326519881944,17.100361448209327,14.502261031474871,9.306060198005959,0
2023-01-13,25.85,28.569920634920635,26.724,24.897535714285716,35.29615555241554,37.538233858247175,42.02239046991045,21.84368571742573,19.601607411594095,15.117450799930825,33.64835876557892,35.95647835410523,40.57271753115785,19.799641234421077,17.49152164589477,12.875282468842155,32.689624615302584,35.28698758230821,40.481713516319445,17.10544681326885,14.508083846263228,9.313357912251984,0
2023-01-16,25.61,28.569412698412698,26.72553439153439,24.90038492063492,35.2960964639432,37.5383243857867,42.022780229473696,21.842728932882196,19.600501011038695,15.116045167351697,33.64861360766096,35.95630667970315,40.57169282378753,19.802455175407818,17.494762103365627,12.879375959281246,32.69010394019484,35.28667694671481,40.479822959754756,17.110665901075002,14.514092894555027,9.32094688151508,0
2023-01-17,25.84,28.568920634920634,26.727349206349206,24.903515873015873,35.29600287482144,37.53836362145504,42.02308511472225,21.841838395019828,19.599477648386227,15.114756155119021,33.64889307155663,35.9560743599591,40.57043693676405,19.805805341141784,17.498624052739313,12.884261475934366,32.69051399821991,35.286180039954594,40.477512123423956,17.116517747811834,14.520851706077153,9.329519622607792,0
2023-01-18,26.0,28.56844444444444,26.729185185185187,24.90673015873016,35.29588829678109,37.5383695808933,42.023332149117735,21.841000592107797,19.59851930799558,15.113556739771152,33.64925797565807,35.955948905815696,40.569330766130946,19.809112394712308,17.50242146455468,12.889039604239425,32.69098215168184,35.28573281599907,40.47523414463352,17.122478165778478,14.527727501461252,9.338226172826797,0
2023-01-19,25.87,28.567714285714285,26.730973544973544,24.909940476190478,35.29570509401519,37.538368696782165,42.023695902316106,21.839723477413376,19.597059874646405,15.111732669112467,33.64956259868869,35.955758949927066,40.56815165240383,19.8123844912584,17.506188140020022,12.893795437543258,32.69132969813943,35.285126105455745,40.47271892008838,17.128551254241525,14.534754846925209,9.347162032292573,0
2023-01-20,25.75,28.566920634920635,26.732804232804234,24.913166666666665,35.29552695599082,37.53839572968088,42.024133277061004,21.83831431385045,19.59544554016039,15.109707992780265,33.649777694402815,35.95543551493568,40.5667511560014,19.81583077120565,17.51017295067279,12.898857309607067,32.69154419568385,35.28433670535625,40.469921724701045,17.134789137649477,14.54199662797708,9.356411608632285,0
2023-01-23,25.92,28.56626984126984,26.734756613756616,24.916464285714284,35.2953632612947,37.53839440130299,42.02445668131956,21.83717642124498,19.594145281236692,15.108083001220118,33.6500404269749,35.95513503138099,40.56532424019317,19.81947280053834,17.514378196132245,12.90418898732006,32.6918354933633,35.28362589591297,40.46720670101231,17.14109307806527,14.5493026755156,9.365721870416259,0
2023-01-24,25.79,28.565420634920635,26.73648677248677,24.919710317460318,35.29515081428528,37.538394207406824,42.02488099364992,21.83569045555599,19.592447062434445,15.105960276191347,33.65031694091512,35.9549269970579,40.564147109343466,19.822656604058423,17.518046547915638,12.908826435630075,32.692056919021226,35.282839119541535,40.46440352058214,17.147363715899406,14.556581515379102,9.375017114338494,0
2023-01-25,25.43,28.56420634920635,26.738259259259262,24.922761904761906,35.294899323222985,37.5384636478952,42.025592297239626,21.833513375189717,19.589949050517504,15.10282040117308,33.65036798451317,35.954404226264465,40.56247670976707,19.82615053400536,17.52211429225406,12.91404180875146,32.692159554301234,35.28195877081434,40.46155720384056,17.153364255222577,14.563565038709468,9.383966605683248,0
2023-01-27,24.84,28.56261111111111,26.739698412698413,24.925559523809525,35.29475472971823,37.53880260258727,42.02689834832535,21.83046749250399,19.58641961963495,15.098323873896868,33.650279436682354,35.953806444677,40.5608604606663,19.829117388714472,17.525590380719823,12.918536364730528,32.69203137682168,35.28085532782573,40.45850322983383,17.159087670797373,14.57026371979332,9.392615817785218,0
2023-01-30,24.88,28.561071428571427,26.74111111111111,24.928376984126984,35.29461149390038,37.53912484901004,42.02815155922934,21.82753136324247,19.583018008132818,15.093991297913512,33.6502214511505,35.95325823116364,40.5593317911899,19.832000771071716,17.528963991058582,12.922890431032322,32.69191113556343,35.27975585270891,40.45544528699987,17.164842832690542,14.576998115545061,9.4013086812541,0
2023-01-31,24.88,28.55945238095238,26.74247619047619,24.93117857142857,35.294432641817174,37.539426062105434,42.02941290268197,21.824472120087584,19.579478699799324,15.089491859222793,33.65018452416768,35.95275396873151,40.55789285785916,19.8347678567847,17.532198412220872,12.927059523093217,32.69180443758998,35.27867972631044,40.452430303751385,17.170552705267166,14.583677416546697,9.409926839105761,0
2023-02-01,24.82,28.557976190476186,26.74374074074074,24.93384126984127,35.29434255681958,37.539798012267376,42.030708923162976,21.821609824132793,19.576154368684996,15.0852434577894,33.65016394731382,35.952305016171515,40.5565871538869,19.83731753416766,17.535176465309966,12.93089432759458,32.69178875235106,35.27777124652099,40.44973623486085,17.17589378733148,14.589911293161549,9.417946304821688,0
2023-02-02,24.71,28.556396825396824,26.744825396825398,24.9363373015873,35.29426880543336,37.54022613211221,42.0321407854699,21.818524845360287,19.57256751868144,15.08065286532375,33.650166908183635,35.95194741196972,40.55550841954188,19.839483885467157,17.537703381681077,12.934142374108916,32.69184378343347,35.27701261071553,40.44735026527964,17.180830819741132,14.595661992459075,9.425324337894962,0
2023-02-03,25.03,28.555071428571427,26.74601058201058,24.938892857142857,35.29413515236453,37.540489726962235,42.03319887615764,21.81600770477832,19.569653130180615,15.07694398098521,33.650256460728635,35.951671753634656,40.554502339446685,19.841764703292526,17.540349410386508,12.937518824574472,32.69207923037242,35.276474688115606,40.44526560360198,17.185706483913293,14.601311026170107,9.432520110683733,0
2023-02-06,24.85,28.553476190476193,26.74691005291005,24.94138888888889,35.29397856002713,37.540812683210774,42.034480929578066,21.812973820925258,19.56613969774161,15.07247145137432,33.65035040129975,35.95149718409631,40.55379074968944,19.843469704520356,17.54232292172379,12.940029356130662,32.69223058177561,35.27584447940452,40.443072274662335,17.19054719600217,14.606933298373264,9.43970550311545,0
2023-02-07,24.6,28.551579365079363,26.747634920634923,24.943761904761903,35.29382886791865,37.54124536886508,42.03607837075793,21.80932986224008,19.56191336129365,15.067080359400796,33.650405751969664,35.951329362414576,40.553176583304406,19.84486408930018,17.54394047885527,12.942093257965439,32.69230665047294,35.27515489904329,40.44085139618398,17.195217159050866,14.61236891048052,9.446672413339828,0
2023-02-08,25.32,28.55011904761905,26.748772486772488,24.946404761904763,35.29349550164089,37.5412876529815,42.03687195566273,21.806742593597207,19.558950442256595,15.063366139575368,33.65061458489911,35.95122861760799,40.55245668302574,19.846930388645866,17.546316355936987,12.94508829051924,32.69268046966504,35.2747723722518,40.438956177425325,17.200129054144483,14.61803715155772,9.4538533463842,0
2023-02-09,25.33,28.54864285714286,26.749862433862432,24.949015873015874,35.29314773969138,37.541316033874224,42.037652622239904,21.804137974594337,19.555969680411497,15.059633092045816,33.65083371831816,35.951157479803406,40.55180500277389,19.848891149406704,17.54856738792146,12.947919864950972,32.69308509928499,35.27444150804137,40.43715432555412,17.204946646746755,14.62359023799038,9.460877420477633,0
2023-02-10,25.27,28.547126984126983,26.7509417989418,24.951630952380953,35.29280738642773,37.541367520527984,42.03848778872849,21.801446581826234,19.55288644772598,15.055766179525481,33.651032626559626,35.951062902432234,40.55112345417745,19.850850971323972,17.550820695451364,12.950760143706146,32.6934383060122,35.274040757222615,40.43524565964345,17.209823598749704,14.629221147539289,9.468016245118456,0
2023-02-13,25.26,28.545563492063494,26.752111111111113,24.954238095238097,35.292444887066786,37.54140535206788,42.03932628207007,21.798682097060205,19.549721632059107,15.051800702056914,33.6512113076369,35.950911373145495,40.55031150416269,19.853010914585326,17.55331084907673,12.953910718059536,32.6937878029326,35.273637705497435,40.4333375106271,17.214688387543596,14.63483848497876,9.475138679849092,0
2023-02-14,25.45,28.544111111111107,26.75330687830688,24.956932539682537,35.29204906784976,37.54136172009597,42.039987024588406,21.796173154372458,19.546860502126243,15.048235197633808,33.65145781175987,35.9508414562442,40.549608745212865,19.85515594485389,17.55577230036956,12.957005011400899,32.69420894156778,35.273301075529524,40.43148534345302,17.219656137797298,14.64056400383555,9.482379735912057,0
2023-02-15,25.57,28.54292857142857,26.754439153439154,24.959690476190474,35.29174587496093,37.541351642805054,42.040563178493294,21.794111267896206,19.544505500052086,15.045293964363845,33.651757197550836,35.950863212254724,40.54907524166251,19.857121109327476,17.558015094623585,12.959803065215798,32.694669226714076,35.27299547688861,40.42964797723767,17.224711725666875,14.646385475492341,9.489732975143275,0
2023-02-16,25.51,28.541777777777778,26.755555555555556,24.962468253968254,35.291480977206994,37.5413820436834,42.04118417663621,21.79207457834856,19.542173511872157,15.042371378919349,33.65203547912194,35.95086212031074,40.54851540268833,19.85907563198917,17.560248990800375,12.962595708422782,32.69506116546221,35.27259213596019,40.42765407695615,17.229875342474305,14.652344371976321,9.497282430980356,0
2023-02-17,25.38,28.54034920634921,26.75653968253968,24.96515873015873,35.29112991925563,37.541390156891104,42.04191063216205,21.789568493442786,19.539308255807313,15.038787780536367,33.6522787606413,35.95085845334184,40.54801783874292,19.86080060443806,17.562220911737523,12.965061526336443,32.69542227398318,35.27217678859134,40.42568581780764,17.234895186334274,14.658140671726123,9.50463164250982,0
2023-02-20,25.25,28.53876190476191,26.757402116402115,24.9678253968254,35.2907547358935,37.54141901293737,42.04274756702509,21.786769073630317,19.536104796586454,15.034776242498726,33.65248740987568,35.950849174366866,40.547572703349246,19.86231682292855,17.56395505843736,12.967231529454985,32.69569974210571,35.271657857199145,40.423574087386015,17.23995105154509,14.663992936451658,9.512076706264786,0
2023-02-21,25.21,28.536992063492065,26.75825925925926,24.970428571428574,35.29029089995738,37.54139051211248,42.04358973642269,21.783693227026752,19.53259361487165,15.03039439056144,33.652684681296456,35.95082648864219,40.54711010333366,19.863833837222057,17.565692029876324,12.969408415184857,32.69599823078432,35.271188117236235,40.42156789014007,17.24485891207283,14.669669025620912,9.519289252717082,0
2023-02-22,24.83,28.534777777777776,26.759132275132277,24.9728373015873,35.28978257285945,37.54145083788667,42.044787367941126,21.7797729826961,19.52810471766888,15.02476818761443,33.65277268369953,35.95065281988862,40.54641309226679,19.865491866565023,17.567611730375937,12.971851457997765,32.69617728248042,35.27062394277812,40.419517263373535,17.249497320694182,14.675050660396478,9.526157339801067,0
2023-02-23,24.77,28.53236507936508,26.760026455026452,24.975242063492065,35.28917408249691,37.54144375020753,42.04598308562875,21.775556076233244,19.52328640852263,15.018747073101405,33.652839105691825,35.950443322580284,40.5456517563572,19.867213804361075,17.569609587472616,12.974401153695698,32.696315151985445,35.27000618148324,40.41738824047883,17.254168974998684,14.680477945500888,9.5330958865053,0
2023-02-24,24.7,28.530015873015873,26.76083597883598,24.97770238095238,35.2886653748905,37.54154854218204,42.04731487676513,21.771366371141248,19.518483203849705,15.01271686926662,33.65290157241219,35.950256770270926,40.5449671659884,19.868770385259772,17.571415187401033,12.97670479168356,32.69635332698316,35.269236975660085,40.415004273013935,17.259051434921602,14.686167786244676,9.540400488890825,0
2023-02-27,24.59,28.52761904761905,26.761439153439152,24.980111111111114,35.288207811016875,37.541737398816146,42.048796574414695,21.76703028422123,19.513500696421957,15.006441520823412,33.652964672285215,35.9501398452339,40.544490191131274,19.869913634593093,17.572738461644406,12.978388115747032,32.696356635332904,35.268438476740165,40.41260215955469,17.263865586889327,14.691783745482065,9.54762006266754,0
2023-02-28,24.47,28.525047619047623,26.761984126984128,24.98240873015873,35.287722731544534,37.5419477690435,42.05039784404145,21.76237250655071,19.50814746905174,14.999697394053797,33.65300997274523,35.95001858799893,40.54403581850634,19.870958281223025,17.573949665969323,12.97993243546192,32.6963709231225,35.26769165411042,40.41033311608627,17.26844653719496,14.697125806207037,9.55448434423119,0
2023-03-01,24.67,28.522793650793652,26.762534391534388,24.984829365079367,35.28729519893669,37.5421290483177,42.05179674707972,21.758292102650614,19.503458253269606,14.99379055450758,33.65309063404308,35.94994271487931,40.543646876551776,19.871978149025693,17.575126068189462,12.981421906517,32.696415372346664,35.26694404143576,40.40800137961395,17.273243357812074,14.702714688722976,9.561657350544781,0
2023-03-02,24.49,28.52040476190476,26.762867724867725,24.98713095238095,35.28691521484299,37.54241869915573,42.05342566778122,21.753894308966533,19.49839082465379,14.987383856028304,33.653142155162215,35.94990029859371,40.5434165854567,19.872593294573235,17.57583515114174,12.98231886427875,32.69643520976335,35.26620329555749,40.40573946714576,17.27782669499855,14.708058609204414,9.568522437616146,0
2023-03-03,24.88,28.518341269841265,26.763402116402116,24.98959126984127,35.286457973410016,37.54249687459961,42.054574676978774,21.75022456627251,19.494185665082927,14.982107862703758,33.65325957419554,35.949878726793344,40.54311703198896,19.873544658608694,17.576925506010884,12.983687200815268,32.69659048423949,35.26559022237224,40.40358969863772,17.282592055443047,14.713592317310303,9.57559284104482,0
2023-03-06,25.04,28.51754761904762,26.76401587301587,24.992059523809523,35.286450608202465,37.542751604587416,42.05535359735731,21.748644629892773,19.492343633507822,14.979741640737924,33.65341133238811,35.94987648551219,40.54280679176035,19.874620413643633,17.57815526051955,12.985224954271395,32.69685195252251,35.26511609542684,40.4016443812355,17.287267095096535,14.719002952192206,9.582474666383547,0
2023-03-08,25.1,28.517007936507937,26.764767195767195,24.994496031746035,35.286463380001926,37.54294852783326,42.055918823495915,21.74755249301395,19.491067345182614,14.978097049519956,33.65357970890732,35.949850546620695,40.54239222204745,19.87595468262707,17.579683844913696,12.987142169486946,32.69717889210594,35.26473984555924,40.399861752465846,17.29181317138613,14.724252217932829,9.589130311026226,0
2023-03-09,24.88,28.51661904761905,26.765253968253965,24.996825396825397,35.28651324100608,37.54314463880175,42.0564074343931,21.746724854232024,19.490093456436348,14.976830660844998,33.65369344552932,35.94983993795444,40.542132922804676,19.87681449097861,17.58066799855349,12.988375013703253,32.69743141787076,35.26430009155255,40.39803743891613,17.296219375780034,14.729350702098245,9.595613354734668,0
2023-03-10,24.62,28.516063492063495,26.765666666666668,24.999043650793652,35.28661297381239,37.54346280106202,42.05716245556128,21.7455140103146,19.48866418306497,14.974964528565703,33.65376417086669,35.94979667226669,40.5418616750667,19.87756916246665,17.581536661066643,12.989471658266634,32.6975920745,35.26377488240212,40.39614049820635,17.300495227087303,14.734312419185185,9.601946803380951,0
2023-03-13,24.25,28.51502380952381,26.765984126984126,25.001150793650794,35.286821642324355,37.544087586591196,42.05861947512489,21.74322597672327,19.485960032456425,14.97142814392273,33.653789473403705,35.949724588876904,40.54159481982329,19.878178780564543,17.582243665091347,12.99037343414496,32.69760110507454,35.263084542215786,40.394051416498286,17.304700482227048,14.739217045085802,9.608250170803306,0
2023-03-14,24.1,28.51409523809524,26.766455026455027,25.00318253968254,35.28707543048393,37.5447354946135,42.060055622872625,21.74111504570655,19.483454981576983,14.968134853317856,33.653781516292526,35.949557012905025,40.54110800613003,19.87912853661753,17.58335304000503,12.991802046780027,32.69757535099917,35.262372954771386,40.391968162315806,17.30878972836591,14.743992124593698,9.614396917049277,0
2023-03-15,24.0,28.512920634920633,26.766973544973546,25.00521031746032,35.287374281804546,37.54552549743252,42.061827928688466,21.738466988036716,19.480315772408744,14.9640133411528,33.653748055210826,35.94933955862326,40.540522565448114,19.880199034736265,17.584607531323833,12.99342452449898,32.69749152490137,35.26158526071506,40.38977273234243,17.31292911001927,14.748835374205584,9.620647902578215,0
2023-03-16,24.01,28.51184126984127,26.76746560846561,25.00724603174603,35.287666150298584,37.546274443784355,42.0634910307559,21.736016389383956,19.477408095898184,14.960191508926645,33.65372180926088,35.949140542859304,40.53997801005615,19.88120940767034,17.585790674071916,12.994953206875069,32.69740557687944,35.26079209192392,40.38756512201286,17.317086486612613,14.753699971568143,9.6269269414792,0
2023-03-17,24.18,28.510833333333327,26.767968253968252,25.009373015873013,35.28789624119192,37.54691721047812,42.064959149050516,21.73377042547473,19.474749456188533,14.956707517616136,33.65372117007385,35.94897214210906,40.53947408617945,19.882215337862654,17.586964365827452,12.996462421757052,32.6973481046133,35.26000646752672,40.38532319335358,17.321397927132733,14.758739564219304,9.63342283839245,0
2023-03-20,24.02,28.509801587301585,26.76822751322751,25.011345238095238,35.28818088212521,37.54764064706642,42.06656017694884,21.73142229247796,19.471962527536746,14.953042997654329,33.6537267271957,35.94889313185176,40.53922594116389,19.882728299259323,17.58756189460326,12.997229085291135,32.69731329087637,35.259302641803416,40.3832813436575,17.325377185314103,14.76338783438706,9.639409132532972,0
2023-03-21,24.19,28.50904761904762,26.768571428571427,25.013357142857146,35.28838975588077,37.548170468158496,42.06773189271393,21.729705482214467,19.469924769936746,14.950363345381312,33.65374417081521,35.94880175156314,40.53891691305899,19.883398686327645,17.58834110557972,12.998225944083865,32.697346785149605,35.25867666591376,40.38133642744207,17.329367500564683,14.768037619800529,9.64537785827222,0
2023-03-22,24.25,28.508380952380957,26.76897883597884,25.01546031746032,35.288573066042204,37.54863710392928,42.06876517970345,21.72818883871971,19.46812480083263,14.947996725058466,33.65376476471984,35.9486934076335,40.538550693460834,19.88419290723784,17.589264264324175,12.999406978496843,32.697346092099956,35.2579746836465,40.37923186673959,17.333574542820685,14.77294595127414,9.65168876818105,0
2023-03-23,24.14,28.50755555555556,26.769253968253967,25.017472222222224,35.288802410219944,37.54921802844141,42.07004926488433,21.72630870089117,19.46589308266971,14.945061846226782,33.653779978789125,35.94862198230084,40.53830598932428,19.88472795771881,17.58988595420709,13.000201947183655,32.69734662483222,35.257304759035556,40.37722102744222,17.337597819612228,14.777639685408893,9.657723417002227,0
2023-03-24,23.96,28.506341269841275,26.769407407407407,25.019436507936508,35.28911289838027,37.55003677455993,42.07188452691926,21.723569641302284,19.46264576512262,14.940798012763292,33.65378518719662,35.94857778045969,40.53816296698584,19.88502962761819,17.59023703435512,13.000651847828976,32.69727638827529,35.256556348388216,40.37511626861408,17.341596627597724,14.782316667484796,9.66375674725894,0
2023-03-27,24.01,28.504960317460316,26.76961904761905,25.021436507936507,35.28939394825512,37.55087182518672,42.07382757904992,21.720526686665515,19.459048809733915,14.93609305587071,33.65379200729441,35.948516327186205,40.53796496696978,19.88544608794368,17.590721768051893,13.001273128268313,32.69720609058045,35.255795951461764,40.372975673224396,17.345666925292562,14.787077064411248,9.669897342648618,0
2023-03-28,23.96,28.503380952380954,26.76984126984127,25.02350396825397,35.28967480018199,37.551772749449,42.07596864798303,21.717087104579917,19.454989155312905,14.93079325677888,33.653794785807236,35.94844595779588,40.53774830177319,19.885887753875306,17.59123658188665,13.001934237909342,32.69704973075746,35.254898318258626,40.37059549326096,17.349958205750475,14.79210961824931,9.67641244324698,0
2023-03-29,24.16,28.502023809523813,26.77025396825397,25.025646825396823,35.28988805415134,37.552509469027186,42.077752298778876,21.714159564896285,19.45153815002044,14.926295320268753,33.653802583867886,35.948318789072516,40.53735119948179,19.88670535264006,17.592189147435423,13.00315673702615,32.69695168392885,35.25405330343953,40.36825654246088,17.354341966864794,14.79724034735412,9.683037108332767,0
2023-03-31,24.53,28.50111111111111,26.771010582010582,25.028,35.290003677034356,37.552967865675434,42.0788962429576,21.71221854518787,19.44925435654679,14.923325979264627,33.65382780986644,35.948100219151726,40.5366450377223,19.888193354154723,17.593920944869435,13.005376126298861,32.696914228405035,35.253218971206714,40.36582845681008,17.359085771594962,14.802781028793282,9.690171543189923,0
